 Número Guia;Código;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Lançado;Valor Arrecadado
1;1113050000;Imposto sobre Serviços de Qualquer Natureza;02/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;2380.07
2;1113050000;Imposto sobre Serviços de Qualquer Natureza;04/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;272.95
3;1113050000;Imposto sobre Serviços de Qualquer Natureza;05/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;58.83
4;1113050000;Imposto sobre Serviços de Qualquer Natureza;06/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;608.01
5;1722010100;Cota-Parte do ICMS;03/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;14418050.00;0;103756.08
6;1724010000;Transferências de Recursos do FUNDEB;03/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;15302171.00;0;49938.10
7;9722010100;Dedução de Receita para a Formação do FUNDEB  ICMS;03/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;-2883610.00;0;-20751.21
8;1113050000;Imposto sobre Serviços de Qualquer Natureza;09/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;615.71
9;1113050000;Imposto sobre Serviços de Qualquer Natureza;10/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;13725.51
10;1113050000;Imposto sobre Serviços de Qualquer Natureza;11/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;903.75
11;1113050000;Imposto sobre Serviços de Qualquer Natureza;12/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;620.22
12;1721010200;Cota-Parte do Fundo de Participação dos Municípios-FPM;10/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;31667756.00;0;191809.92
13;1721010200;Cota-Parte do Fundo de Participação dos Municípios-FPM;10/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;31667756.00;0;825543.38
15;1722010100;Cota-Parte do ICMS;10/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;14418050.00;0;59720.06
16;1113050000;Imposto sobre Serviços de Qualquer Natureza;13/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;86.86
17;1113050000;Imposto sobre Serviços de Qualquer Natureza;16/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;1478.55
18;1113050000;Imposto sobre Serviços de Qualquer Natureza;17/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;3387.00
19;1113050000;Imposto sobre Serviços de Qualquer Natureza;18/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;626.17
20;1113050000;Imposto sobre Serviços de Qualquer Natureza;19/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;5372.29
21;1721010500;Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - ITR;10/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;2450.00;0;36.9
22;1722010100;Cota-Parte do ICMS;17/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;14418050.00;0;333849.95
23;9721010200;Dedução de Receita do FPM  FUNDEB e Redutor Financeiro;10/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;-6333551.00;0;-203470.65
24;9721010500;Dedução de Receita para a Formação do FUNDEB - ITR;10/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;-4.90;0;-7.38
25;9722010100;Dedução de Receita para a Formação do FUNDEB  ICMS;10/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;-2883610.00;0;-11944.01
26;9722010100;Dedução de Receita para a Formação do FUNDEB  ICMS;17/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;-2883610.00;0;-66769.99
27;1724010000;Transferências de Recursos do FUNDEB;10/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;15302171.00;0;346972.40
28;1724010000;Transferências de Recursos do FUNDEB;17/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;15302171.00;0;154229.73
29;1722011300;Cota-Parte da Contribuição de Intervenção no Domínio Econômico - CIDE;11/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;95635.00;0;28653.65
30;1113050000;Imposto sobre Serviços de Qualquer Natureza;20/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;3411.01
31;1113050000;Imposto sobre Serviços de Qualquer Natureza;23/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;4560436.00;0;1202.83
32;1721010200;Cota-Parte do Fundo de Participação dos Municípios-FPM;31/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;31667756.00;0;82459.67
33;1721010200;Cota-Parte do Fundo de Participação dos Municípios-FPM;31/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;31667756.00;0;1517506.75
34;9721010200;Dedução de Receita do FPM  FUNDEB e Redutor Financeiro;31/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;-6333551.00;0;-319993.27
35;1724010000;Transferências de Recursos do FUNDEB;20/01/2017;BANCO DO BRASIL S.A.;00.000.000/0099-03;15302171.00;0;139672.23
