 Número Guia;Código;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Lançado;Valor Arrecadado
1;1218012100;Contribuição do Servidor Civil Inativo;02/01/2020;FOLHA DE PAGAMENTO;;3000.00;0;288.83
2;7218031100;CPSSS Patronal - Servidor Civil Ativo  Prefeitura;02/01/2020;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;8883500.00;0;127438.25
3;7218031100;CPSSS Patronal - Servidor Civil Ativo  Prefeitura;02/01/2020;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;8883500.00;0;230758.95
4;7218031100;CPSSS Patronal - Servidor Civil Ativo  Prefeitura;02/01/2020;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;8883500.00;0;81500.78
5;7218031100;CPSSS Patronal - Servidor Civil Ativo  Prefeitura;02/01/2020;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;8883500.00;0;62605.77
6;7218031100;CPSSS Patronal - Servidor Civil Ativo  Prefeitura;02/01/2020;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;8883500.00;0;141753.28
7;7218031100;CPSSS Patronal - Servidor Civil Ativo  Prefeitura;02/01/2020;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;8883500.00;0;212691.34
8;7218031100;CPSSS Patronal - Servidor Civil Ativo  Prefeitura;02/01/2020;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;8883500.00;0;61618.68
9;7218031100;CPSSS Patronal - Servidor Civil Ativo  Prefeitura;02/01/2020;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;8883500.00;0;81073.30
10;1990031100;Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência dos Servidores;08/01/2020;INSS;29.979.036/0169-00;1300000.00;0;78040.53
11;1218011102;Contribuição de Servidor Ativo Civil - SCTRANS;20/01/2020;SCTRANS;04.342.393/0001-72;47000.00;0;2169.36
12;1218011101;Contribuição de Servidor Ativo Civil - Prefeitura;21/01/2020;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6000000.00;0;80725.71
13;1218011101;Contribuição de Servidor Ativo Civil - Prefeitura;21/01/2020;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6000000.00;0;14267.43
14;1218011100;Contribuição de Servidor Ativo Civil  Câmara;22/01/2020;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;40000.00;0;2863.32
