 Número Guia;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Lançado;Valor Arrecadado
2;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;03/01/2018;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.900.000,00;0;60.309,77
3;1922100000-Compensações Financ.entre o Reg.Geral e os Regimes Próp.de Prev.dos Servidores;08/01/2018;INSS;29.979.036/0169-00;500.000,00;0;36.413,51
4;1210290703-Contribuição de Servidor Ativo Civil - SCTRANS;11/01/2018;SCTRANS;04.342.393/0001-72;35.000,00;0;2.707,25
5;1210290703-Contribuição de Servidor Ativo Civil - SCTRANS;11/01/2018;SCTRANS;04.342.393/0001-72;35.000,00;0;3.210,50
6;1210290701-Contribuição de Servidor Ativo Civil - Câmara;22/01/2018;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;42.000,00;0;2.951,67
7;7210290200-Contribuição Patronal - Câmara - Intra-Orçamentária;22/01/2018;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;125.504,00;0;5.871,12
8;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;23/01/2018;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.900.000,00;0;4.911,11
9;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;23/01/2018;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.900.000,00;0;108.448,35
10;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;23/01/2018;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.900.000,00;0;75.691,40
11;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;23/01/2018;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.900.000,00;0;8.471,92
12;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;26/01/2018;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.900.000,00;0;12.134,80
13;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;30/01/2018;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.900.000,00;0;23.189,79
14;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;31/01/2018;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.900.000,00;0;95.349,66
19;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;414,76
21;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;205,3
23;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;333,97
25;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;793,59
26;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;167,69
28;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;167,69
29;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;367,37
30;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;414,76
32;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;104,94
33;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;333,97
34;1210290900-Contribuições de Servidor Inativo Civil;30/01/2018;FOLHA DE PAGAMENTO;;1.000,00;0;67,24
39;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;104,94
41;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;104,94
43;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;111,24
45;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;111,24
47;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;367,37
49;1210299900-Outras contribuições Previdênciárias;31/01/2018;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;7,18
50;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;31/01/2018;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1.800.000,00;0;2.945,89
51;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;31/01/2018;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1.800.000,00;0;2.905,09
52;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;31/01/2018;BANCO DO BRASIL SA;00.000.000/1641-19;1.800.000,00;0;59,67
