 Número Guia;Código;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Lançado;Valor Arrecadado
1;1218011102;Contribuição de Servidor Ativo Civil - SCTRANS;02/01/2019;SCTRANS;04.342.393/0001-72;47000.00;0;3074.47
2;7218041101;CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;02/01/2019;SCTRANS;04.342.393/0001-72;1677000.00;0;650.83
3;1990031100;Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência dos Servidores;08/01/2019;INSS;29.979.036/0169-00;3000000.00;0;63297.99
4;1219991100;Demais Contribuições Previdenciárias;10/01/2019;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60000.00;0;244.03
5;1218011101;Contribuição de Servidor Ativo Civil - Prefeitura;10/01/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6000000.00;0;104952.98
6;7218031102;CPSSS Patronal - Servidor Civil Ativo - SCTRANS;21/01/2019;SCTRANS;04.342.393/0001-72;90000.00;0;6115.38
7;1218011100;Contribuição de Servidor Ativo Civil  Câmara;23/01/2019;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;42000.00;0;2857.29
8;7218031101;CPSSS Patronal - Servidor Civil Ativo - Câmara;23/01/2019;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;114100.00;0;10237.05
9;1218011101;Contribuição de Servidor Ativo Civil - Prefeitura;24/01/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6000000.00;0;4834.85
10;1218011101;Contribuição de Servidor Ativo Civil - Prefeitura;24/01/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6000000.00;0;42729.16
11;1218011101;Contribuição de Servidor Ativo Civil - Prefeitura;25/01/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6000000.00;0;41775.72
13;7218031100;CPSSS Patronal - Servidor Civil Ativo  Prefeitura;30/01/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7162600.00;0;92019.72
14;7218031100;CPSSS Patronal - Servidor Civil Ativo  Prefeitura;30/01/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7162600.00;0;86125.03
15;7218031100;CPSSS Patronal - Servidor Civil Ativo  Prefeitura;30/01/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7162600.00;0;9955.86
16;7218041101;CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/01/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1677000.00;0;104756.57
17;7218041101;CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/01/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1677000.00;0;36350.34
18;7218041101;CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/01/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1677000.00;0;2030.49
19;7218041101;CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/01/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1677000.00;0;2686.31
20;7218041101;CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/01/2019;SCTRANS;04.342.393/0001-72;1677000.00;0;641.14
21;7218041101;CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/01/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1677000.00;0;6301.91
22;1218011101;Contribuição de Servidor Ativo Civil - Prefeitura;30/01/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6000000.00;0;180439.04
23;1218012100;Contribuição do Servidor Civil Inativo;31/01/2019;FOLHA DE PAGAMENTO;;10000.00;0;288.83
24;1219991100;Demais Contribuições Previdenciárias;01/02/2019;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60000.00;0;2634.89
25;1219991100;Demais Contribuições Previdenciárias;01/02/2019;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60000.00;0;1910.39
31;1218011101;Contribuição de Servidor Ativo Civil - Prefeitura;08/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6000000.00;0;114259.82
32;1218011101;Contribuição de Servidor Ativo Civil - Prefeitura;08/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6000000.00;0;76160.05
33;1218011101;Contribuição de Servidor Ativo Civil - Prefeitura;08/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6000000.00;0;44211.37
