 Número Guia;Código;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Lançado;Valor Arrecadado
1;1325019900;Receita de Remuneração de Outros Depósitos Bancários de Recursos Vinculados;31/01/2016;BANCO SANTANDER;11.180.607/0001-17;1638957.00;0;32871.89
2;1325019900;Receita de Remuneração de Outros Depósitos Bancários de Recursos Vinculados;31/01/2016;BANCO DO BRASIL SA;00.000.000/1641-19;1638957.00;0;39553.56
3;1210290703;Contribuição de Servidor Ativo Civil - SCTRANS;08/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;34284.00;0;1991.66
4;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;11/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;61959.96
5;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;19/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;96545.21
6;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;27/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;6817.42
7;1210290701;Contribuição de Servidor Ativo Civil - Câmara;28/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;39862.00;0;3376.29
8;7210290200;Contribuição Patronal - Câmara - Intra-Orçamentária;28/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;136130.00;0;8324.10
9;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;27/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;2495.53
10;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;27/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;1863.68
11;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;27/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;1828.70
12;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;27/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;5387.65
13;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;27/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;34720.79
14;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;29/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;65550.19
15;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;27/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;30498.94
16;1210290703;Contribuição de Servidor Ativo Civil - SCTRANS;28/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;34284.00;0;2741.86
17;1325019900;Receita de Remuneração de Outros Depósitos Bancários de Recursos Vinculados;31/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1638957.00;0;17341.55
18;1325019900;Receita de Remuneração de Outros Depósitos Bancários de Recursos Vinculados;31/01/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1638957.00;0;104251.35
19;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;16/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;24927.35
20;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;16/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;40899.50
21;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;16/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;5282.65
22;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;16/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;5953.31
23;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;16/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;370.21
24;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;16/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;29294.52
25;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;17/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;5978.61
26;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;17/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;41135.70
27;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;17/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;5745.88
28;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;10/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;31709.46
29;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;10/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;5413.43
30;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;10/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;36581.91
31;1210290702;Contribuição de Servidor Ativo Civil - Prefeitura;10/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;4029312.00;0;102941.70
32;1210290703;Contribuição de Servidor Ativo Civil - SCTRANS;24/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;34284.00;0;2741.86
33;1210290701;Contribuição de Servidor Ativo Civil - Câmara;29/02/2016;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;39862.00;0;3440.61
